Time Code,Frame Number,Latitude,Longitude,Altitude,Distance,Speed
"00:00:07,474 --> 00:00:07,507",225,9.36488,80.08942,200.086,0.052601379581892524,25.22511875513695
"00:00:07,507 --> 00:00:07,540",226,9.36488,80.08942,200.086,0.052601379581892524,25.1147170417524
"00:00:07,540 --> 00:00:07,574",227,9.36488,80.08942,200.086,0.052601379581892524,25.001976035755625
"00:00:07,574 --> 00:00:07,607",228,9.364873,80.089429,200.111,0.05385867990536017,25.48852999333464
"00:00:07,607 --> 00:00:07,640",229,9.364873,80.089429,200.111,0.05385867990536017,25.378435557499557
"00:00:07,640 --> 00:00:07,674",230,9.364873,80.089429,200.111,0.05385867990536017,25.265995264437922
"00:00:07,674 --> 00:00:07,707",231,9.364866,80.089439,200.101,0.055202505655142994,25.7855222990158
"00:00:07,707 --> 00:00:07,741",232,9.364866,80.089439,200.101,0.055202505655142994,25.67226719526092
"00:00:07,741 --> 00:00:07,774",233,9.364866,80.089439,200.101,0.055202505655142994,25.56329050148119
"00:00:07,774 --> 00:00:07,807",234,9.364859,80.089449,200.118,0.056546396436635726,26.074936233109852
"00:00:07,807 --> 00:00:07,841",235,9.364859,80.089449,200.118,0.056546396436635726,25.961870574147255
"00:00:07,841 --> 00:00:07,874",236,9.364859,80.089449,200.118,0.056546396436635726,25.85306415695817
"00:00:07,874 --> 00:00:07,907",237,9.364853,80.089457,200.107,0.057648823536931695,26.247093048305818
"00:00:07,907 --> 00:00:07,941",238,9.364853,80.089457,200.107,0.057648823536931695,26.134714108166992
"00:00:07,941 --> 00:00:07,974",239,9.364853,80.089457,200.107,0.057648823536931695,26.026556901549295
"00:00:07,974 --> 00:00:08,007",240,9.364846,80.089466,200.134,0.05890610692850463,26.48457411547604
"00:00:08,007 --> 00:00:08,041",241,9.364846,80.089466,200.134,0.05890610692850463,26.3725886012457
"00:00:08,041 --> 00:00:08,074",242,9.364846,80.089466,200.134,0.05890610692850463,26.26479872957848
"00:00:08,074 --> 00:00:08,108",243,9.364839,80.089476,200.131,0.060250059809362294,26.75138324046673
"00:00:08,108 --> 00:00:08,141",244,9.364839,80.089476,200.131,0.060250059809362294,26.642945008439288
"00:00:08,141 --> 00:00:08,174",245,9.364839,80.089476,200.131,0.060250059809362294,26.535382348140963
"00:00:08,174 --> 00:00:08,208",246,9.364832,80.089486,200.159,0.06159406684811618,27.014941600050953
"00:00:08,208 --> 00:00:08,241",247,9.364832,80.089486,200.159,0.06159406684811618,26.906763821528727
"00:00:08,241 --> 00:00:08,274",248,9.364832,80.089486,200.159,0.06159406684811618,26.799448954945397
"00:00:08,274 --> 00:00:08,308",249,9.364826,80.089494,200.152,0.06269651411319023,27.167483245965915
"00:00:08,308 --> 00:00:08,341",250,9.364826,80.089494,200.152,0.06269651411319023,27.0599988979121
"00:00:08,341 --> 00:00:08,375",251,9.364826,80.089494,200.152,0.06269651411319023,26.950143379998188
"00:00:08,375 --> 00:00:08,408",252,9.36482,80.089503,200.182,0.0638857860122981,27.353571556169495
"00:00:08,408 --> 00:00:08,441",253,9.36482,80.089503,200.182,0.0638857860122981,27.24663305820082
"00:00:08,441 --> 00:00:08,475",254,9.36482,80.089503,200.182,0.0638857860122981,27.13732503177264
"00:00:08,475 --> 00:00:08,508",255,9.364813,80.089512,200.176,0.06514303594660592,27.5640490606231
"00:00:08,508 --> 00:00:08,541",256,9.364813,80.089512,200.176,0.06514303594660592,27.457549397937164
"00:00:08,541 --> 00:00:08,575",257,9.364813,80.089512,200.176,0.06514303594660592,27.34867981431852
"00:00:08,575 --> 00:00:08,608",258,9.364807,80.089522,200.207,0.06641933538135217,27.777603086996727
